term,grammar_category,polarity,polarity_target,polarity_classification
arranjar um bico de obra,IDIOM,-1.0,N0,MAN
arrasado,Adj,-1.0,N0,JALC
arrasador,Adj,0.0,N0,MAN
arrasante,Adj,0.0,N0,JALC
arrasar,V,1.0,N0:N1,MAN
arrastadeiro,Adj,-1.0,N0,JALC
arrastado,Adj,-1.0,N0,JALC
arrebatado,Adj,0.0,N0,MAN
arrebatador,Adj,0.0,N0,MAN
arrebatar,V,1.0,N0:N1,MAN
arrebentado,Adj,-1.0,N0,JALC
arrebitado,Adj,-1.0,N0,MAN
arredado,Adj,-1.0,N0,JALC
arredio,Adj,-1.0,N0,JALC
arreliado,Adj,-1.0,N0,JALC
arreliador,Adj,-1.0,N0,MAN
arreliar,V,1.0,N0:N1,MAN
arremessado,Adj,0.0,N0,JALC
arrenegado,Adj,-1.0,N0,JALC
arrepender-se,V,-1.0,N0,MAN
arrepiante,Adj,-1.0,N0,MAN
arrepio,N,-1.0,N0,MAN
arretado,Adj,1.0,N0,JALC
arrevesado,Adj,-1.0,N0,MAN
arrivista,Adj,-1.0,N0,MAN
arrogancia,N,-1.0,N0,MAN
arrogante,Adj,-1.0,N0,MAN
arrojado,Adj,1.0,N0,MAN
arrolado,Adj,-1.0,N0,JALC
arrozeiro,Adj,0.0,N0,MAN
arruaceiro,Adj,-1.0,N0,MAN
arrufado,Adj,-1.0,N0,MAN
arrufo,N,-1.0,N0,MAN
arruinado,Adj,-1.0,N0,MAN
arruinamento,N,-1.0,N0,MAN
arruinar-se,V,-1.0,N0,MAN
arruinar,V,-1.0,N0:N1,MAN
arruivado,Adj,0.0,N0,MAN
arrumar a um canto,IDIOM,1.0,N0:N1,MAN
arrumar as botas,IDIOM,-1.0,N0,MAN
arrumar,V,1.0,N0:N1,MAN
arteirice,N,-1.0,N0,MAN
arteiro,Adj,-1.0,N0,MAN
arteriosclerose,N,-1.0,N0,MAN
arteriosclerotico,Adj,-1.0,N0,MAN
artificial,Adj,-1.0,N0,MAN
artificialidade,N,-1.0,N0,MAN
artificio,N,-1.0,N0,MAN
artificiosidade,N,-1.0,N0,MAN
artificioso,Adj,-1.0,N0,MAN
artimanha,N,-1.0,N0,MAN
artista,Adj,0.0,N0,MAN
artistico,Adj,1.0,N0,JALC
artritismo,N,-1.0,N0,MAN
ascetico,Adj,0.0,N0,MAN
aselha,Adj,-1.0,N0,MAN
aselhice,N,-1.0,N0,MAN
asfixiante,Adj,-1.0,N0,JALC
asfixiar,V,1.0,N0:N1,MAN
asilado,Adj,-1.0,N0,JALC
asneira,N,-1.0,N0,MAN
asneirento,Adj,-1.0,N0,MAN
asno,Adj,-1.0,N0,MAN
aspereza,N,-1.0,N0,MAN
aspero,Adj,-1.0,N0,MAN
aspirante,Adj,0.0,N0,JALC
asquerosidade,N,-1.0,N0,MAN
asqueroso,Adj,-1.0,N0,MAN
assalariado,Adj,-1.0,N0,JALC
assaloiado,Adj,-1.0,N0,MAN
assaltante,Adj,-1.0,N0,JALC
assaltar,V,-1.0,N0:N1,MAN
assanhadico,Adj,-1.0,N0,MAN
assanhado,Adj,-1.0,N0,MAN
assarapantado,Adj,-1.0,N0,JALC
assassinar,V,-1.0,N0:N1,MAN
assassino,Adj,-1.0,N0,MAN
assaz,Adj,0.0,N0,JALC
asseado,Adj,1.0,N0,MAN
assediado,Adj,-1.0,N0,JALC
assediador,Adj,-1.0,N0,MAN
assediar,V,-1.0,N0:N1,MAN
assedio sexual,N,-1.0,N0,MAN
assedio,N,-1.0,N0,MAN
asseio,N,1.0,N0,MAN
assertivo,Adj,1.0,N0,MAN
assexuado,Adj,0.0,N0,JALC
assexual,Adj,0.0,N0,JALC
assiduidade,N,1.0,N0,MAN
assiduo,Adj,1.0,N0,MAN
assimetrico,Adj,-1.0,N0,JALC
assimilado,Adj,0.0,N0,JALC
assinado,Adj,0.0,N0,JALC
assinalado,Adj,1.0,N0,JALC
assinalavel,Adj,1.0,N0,JALC
assisado,Adj,1.0,N0,MAN
assoberbado,Adj,-1.0,N0,JALC
assolado,Adj,-1.0,N0,JALC
assolador,Adj,-1.0,N0,JALC
assomadico,Adj,-1.0,N0,MAN
assombrado,Adj,-1.0,N0,JALC
assombrar,V,1.0,N0:N1,MAN
assustadico,Adj,-1.0,N0,MAN
assustado,Adj,-1.0,N0,JALC
assustador,Adj,-1.0,N0,MAN
assustar-se,V,-1.0,N0,MAN
assustar,V,0.0,N0:N1,MAN
astenia,N,-1.0,N0,MAN
astenico,Adj,-1.0,N0,MAN
astucia,N,-1.0,N0,MAN
astucioso,Adj,-1.0,N0,MAN
astuto,Adj,-1.0,N0,MAN
atabalhoacao,N,-1.0,N0,MAN
atabalhoado,Adj,-1.0,N0,MAN
atabalhoamento,N,-1.0,N0,MAN
atacante,Adj,-1.0,N0,JALC
atacar,V,1.0,N0:N1,MAN
atado,Adj,-1.0,N0,MAN
atafulhado,Adj,-1.0,N0,JALC
atamancado,Adj,-1.0,N0,JALC
atarantacao,N,-1.0,N0,MAN
atarantado,Adj,-1.0,N0,MAN
atarantar-se,V,-1.0,N0,MAN
atarantar,V,1.0,N0:N1,MAN
atarefado,Adj,0.0,N0,JALC
atarracado,Adj,-1.0,N0,MAN
atascado,Adj,0.0,N0,JALC
ateado,Adj,-1.0,N0,JALC
atemorizado,Adj,-1.0,N0,JALC
atemorizar,V,1.0,N0:N1,MAN
atencioso,Adj,1.0,N0,MAN
atento,Adj,1.0,N0,MAN
aterrado,Adj,-1.0,N0,JALC
aterrador,Adj,-1.0,N0,MAN
aterrorizado,Adj,-1.0,N0,JALC
aterrorizador,Adj,-1.0,N0,MAN
aterrorizar,V,1.0,N0:N1,MAN
aticado,Adj,0.0,N0,JALC
atilado,Adj,1.0,N0,MAN
atinado,Adj,1.0,N0,MAN
atiradico,Adj,0.0,N0,MAN
atirar areia para os olhos de,IDIOM,-1.0,N0:N1,MAN
atirar barro a parede,IDIOM,-1.0,N0,MAN
atirar com as culpas a,IDIOM,-1.0,N0:N1,MAN
atirar poeira aos olhos de,IDIOM,-1.0,N0:N1,MAN
ativado,Adj,0.0,N0,JALC
ativo,Adj,1.0,N0,JALC
atleta,Adj,1.0,N0,JALC
atletico,Adj,1.0,N0,MAN
atoleimado,Adj,-1.0,N0,MAN
atonito,Adj,-1.0,N0,JALC
atonito,Adj,-1.0,N0,JALC
atordoado,Adj,-1.0,N0,JALC
atordoador,Adj,-1.0,N0,MAN
atordoar,V,1.0,N0:N1,MAN
atormentado,Adj,-1.0,N0,JALC
atormentador,Adj,-1.0,N0,MAN
atormentar,V,1.0,N0:N1,MAN
atracado,Adj,-1.0,N0,JALC
atractivo,Adj,1.0,N0,MAN
atraente,Adj,1.0,N0,MAN
atraicoado,Adj,-1.0,N0,JALC
atrair,V,1.0,N0:N1,MAN
atrapalhado,Adj,-1.0,N0,JALC
atrapalhar-se,V,-1.0,N0,MAN
atrapalhar,V,1.0,N0:N1,MAN
atrasado mental,Adj,-1.0,N0,MAN
atrasado,Adj,-1.0,N0,MAN
atraso mental,N,-1.0,N0,MAN
atraso,N,-1.0,N0,MAN
atrativo,Adj,1.0,N0,JALC
atravessadico,Adj,-1.0,N0,MAN
atravessado,Adj,-1.0,N0,MAN
atrevido,Adj,0.0,N0,MAN
atrevidote,Adj,0.0,N0,MAN
atribulado,Adj,-1.0,N0,JALC
atroador,Adj,-1.0,N0,MAN
atrocidade,N,-1.0,N0,MAN
atrofia,N,-1.0,N0,MAN
atrofiado,Adj,-1.0,N0,MAN
atrofiante,Adj,-1.0,N0,MAN
atrofiar-se,V,-1.0,N0,MAN
atrofiar,V,-1.0,N0,MAN
atropelado,Adj,-1.0,N0,JALC
atropelar,V,-1.0,N0:N1,MAN
atroz,Adj,-1.0,N0,MAN
atulhado,Adj,-1.0,N0,JALC
aturar,V,0.0,N0:N1,MAN
aturdido,Adj,-1.0,N0,JALC
aturdir,V,1.0,N0:N1,MAN
audacioso,Adj,0.0,N0,MAN
audaz,Adj,0.0,N0,MAN
aureo,Adj,1.0,N0,JALC
auspicioso,Adj,1.0,N0,JALC
austero,Adj,-1.0,N0,MAN
autenticidade,N,1.0,N0,MAN
autentico,Adj,1.0,N0,MAN
autismo,N,-1.0,N0,MAN
autista,Adj,-1.0,N0,MAN
autoconfianca,N,1.0,N0,MAN
autoconfiante,Adj,1.0,N0,MAN
autocrata,Adj,0.0,N0,JALC
autodestruicao,N,-1.0,N0,MAN
autodestrutivo,Adj,-1.0,N0,MAN
autodidacta,Adj,1.0,N0,MAN
autodidata,Adj,1.0,N0,MAN
autonomia,N,1.0,N0,MAN
autonomista,Adj,1.0,N0,MAN
autonomo,Adj,1.0,N0,MAN
autoritario,Adj,-1.0,N0,MAN
autoritarismo,N,-1.0,N0,MAN
autorizado,Adj,1.0,N0,JALC
autosuficiencia,N,1.0,N0,MAN
autosuficiente,Adj,1.0,N0,MAN
auxiliado,Adj,0.0,N0,JALC
avancado,Adj,1.0,N0,JALC
avantajado,Adj,0.0,N0,MAN
avarento,Adj,-1.0,N0,MAN
avareza,N,-1.0,N0,MAN
avariado,Adj,-1.0,N0,JALC
avariar,V,-1.0,N0,MAN
avaro,Adj,-1.0,N0,MAN
avassalador,Adj,-1.0,N0,MAN
avassalamento,N,-1.0,N0,MAN
avassalante,Adj,-1.0,N0,MAN
avassalar,V,1.0,N0:N1,MAN
avencado,Adj,0.0,N0,JALC
aventurado,Adj,0.0,N0,JALC
aventureiro,Adj,0.0,N0,MAN
aventuroso,Adj,0.0,N0,MAN
averiguador,Adj,0.0,N0,JALC
avermelhado,Adj,0.0,N0,JALC
averroista,Adj,0.0,N0,MAN
averso,Adj,-1.0,N0,JALC
avesso,Adj,-1.0,N0,JALC
avido,Adj,-1.0,N0,JALC
aviltado,Adj,-1.0,N0,JALC
aviltador,Adj,-1.0,N0,MAN
aviltante,Adj,-1.0,N0,MAN
avinagrado,Adj,-1.0,N0,MAN
avinhado,Adj,-1.0,N0,MAN
avisado,Adj,1.0,N0,JALC
avulso,Adj,-1.0,N0,JALC
azafamado,Adj,-1.0,N0,JALC
azambrado,Adj,-1.0,N0,MAN
azar,N,-1.0,N0,MAN
azarado,Adj,-1.0,N0,MAN
azarento,Adj,-1.0,N0,MAN
azedar,V,-1.0,N0,MAN
azedo,Adj,-1.0,N0,MAN
azedume,N,-1.0,N0,MAN
azeiteiro,Adj,-1.0,N0,MAN
azelha,Adj,-1.0,N0,MAN
azelhice,N,-1.0,N0,MAN
azoinante,Adj,-1.0,N0,MAN
azougado,Adj,-1.0,N0,MAN
babaca,Adj,-1.0,N0,JALC
babao,Adj,-1.0,N0,MAN
babilonico,Adj,-1.0,N0,JALC
baboseira,N,-1.0,N0,MAN
babosice,N,-1.0,N0,MAN
baboso,Adj,-1.0,N0,MAN
bacano,Adj,1.0,N0,MAN
baco para espelho,Adj,-1.0,N0,MAN
bacoco,Adj,-1.0,N0,MAN
baconiano,Adj,0.0,N0,MAN
bacoquice,N,-1.0,N0,MAN
badalhoco,Adj,-1.0,N0,MAN
badalhoquice,N,-1.0,N0,MAN
bagaceiro,Adj,-1.0,N0,MAN
bagunceiro,Adj,-1.0,N0,JALC
bairrista,Adj,0.0,N0,MAN
baixeza,N,-1.0,N0,MAN
baixote,Adj,-1.0,N0,MAN
bajulador,Adj,-1.0,N0,MAN
bajular,V,-1.0,N0:N1,MAN
balbuciante,Adj,-1.0,N0,MAN
balofice,N,-1.0,N0,MAN
balofo,Adj,-1.0,N0,MAN
bambo,Adj,-1.0,N0,JALC
banal,Adj,-1.0,N0,JALC
banalidade,N,-1.0,N0,MAN
banalizar,V,-1.0,N0:N1,MAN
banana,Adj,-1.0,N0,MAN
bancarrota,N,-1.0,N0,MAN
bandido,Adj,-1.0,N0,MAN
banditismo,N,-1.0,N0,MAN
banhado,Adj,0.0,N0,JALC
banido,Adj,-1.0,N0,JALC
banir,V,1.0,N0:N1,MAN
banzado,Adj,-1.0,N0,JALC
barafustar,V,0.0,N0:N1,MAN
baralhado,Adj,-1.0,N0,JALC
baralhar-se,V,-1.0,N0,MAN
baralhar,V,0.0,N0:N1,MAN
barateiro,Adj,0.0,N0,MAN
barato,Adj,-1.0,N0,JALC
barbado,Adj,0.0,N0,MAN
barbaridade,N,-1.0,N0,MAN
barbaro,Adj,-1.0,N0,MAN
barbeado,Adj,0.0,N0,MAN
barbilongo,Adj,0.0,N0,MAN
barbudo,Adj,0.0,N0,MAN
barrado,Adj,-1.0,N0,JALC
barraqueiro,Adj,-1.0,N0,MAN
barrigana,Adj,-1.0,N0,MAN
barrigudo,Adj,-1.0,N0,MAN
barroco,Adj,-1.0,N0,JALC
barulhento,Adj,-1.0,N0,MAN
baselga,Adj,-1.0,N0,MAN
basico,Adj,-1.0,N0,MAN
bastardo,Adj,-1.0,N0,JALC
basto,Adj,0.0,N0,JALC
batalhador,Adj,1.0,N0,MAN
batalhante,Adj,1.0,N0,MAN
batalhar,V,1.0,N0,MAN
batateiro,Adj,0.0,N0,MAN
batatudo,Adj,-1.0,N0,MAN
bater a bota,IDIOM,-1.0,N0,MAN
bater as botas,IDIOM,-1.0,N0,MAN
bater com o nariz na porta,IDIOM,-1.0,N0,MAN
bater no ceguinho,IDIOM,-1.0,N0,MAN
bater no fundo,IDIOM,-1.0,N0,MAN
bater,V,1.0,N0:N1,MAN
batido,Adj,-1.0,N0,JALC
batota,N,-1.0,N0,MAN
batoteiro,Adj,-1.0,N0,MAN
batotice,N,-1.0,N0,MAN
bazofia,N,-1.0,N0,MAN
bazofio,Adj,-1.0,N0,MAN
beatice,N,-1.0,N0,MAN
beato,Adj,-1.0,N0,MAN
bebado,Adj,-1.0,N0,MAN
bebedeira,N,-1.0,N0,MAN
bebedo,Adj,-1.0,N0,MAN
bebedor,Adj,-1.0,N0,JALC
beberrao,Adj,-1.0,N0,JALC
bebido,Adj,-1.0,N0,MAN
bebum,Adj,-1.0,N0,JALC
beicudo,Adj,-1.0,N0,MAN
beijoqueiro,Adj,0.0,N0,MAN
beleza,N,1.0,N0,MAN
belfo,Adj,-1.0,N0,MAN
belicismo,N,-1.0,N0,MAN
belicista,Adj,-1.0,N0,MAN
belico,Adj,-1.0,N0,MAN
belicoso,Adj,-1.0,N0,MAN
belo,Adj,1.0,N0,MAN
bem ataviado,Adj,0.0,N0,MAN
bem constituido,Adj,0.0,N0,MAN
bem disposto,Adj,1.0,N0,MAN
bem mandado,Adj,-1.0,N0,MAN
bem vestido,Adj,1.0,N0,MAN
bem-amado,Adj,1.0,N0,MAN
bem-apessoado,Adj,1.0,N0,MAN
bem-aventurado,Adj,1.0,N0,MAN
bem-colocado,Adj,1.0,N0,MAN
bem-comportado,Adj,1.0,N0,MAN
bem-criado,Adj,1.0,N0,MAN
bem-educado,Adj,1.0,N0,MAN
bem-encarado,Adj,1.0,N0,MAN
bem-falante,Adj,1.0,N0,MAN
bem-formado,Adj,1.0,N0,MAN
bem-humorado,Adj,1.0,N0,MAN
bem-intencionado,Adj,1.0,N0,MAN
bem-mandado,Adj,0.0,N0,MAN
bem-pago,Adj,0.0,N0,MAN
bem-parecido,Adj,1.0,N0,MAN
bem-pensante,Adj,1.0,N0,MAN
bem-posto,Adj,1.0,N0,MAN
bem-sucedido,Adj,1.0,N0,MAN
bem-vindo,Adj,1.0,N0,MAN
bendito,Adj,1.0,N0,JALC
beneditino,Adj,0.0,N0,MAN
beneficiado,Adj,0.0,N0,JALC
benefico,Adj,1.0,N0,MAN
benemerencia,N,1.0,N0,MAN
benemerito,Adj,1.0,N0,MAN
benevolencia,N,1.0,N0,MAN
benevolente,Adj,1.0,N0,MAN
benevolo,Adj,1.0,N0,MAN
benevolo,Adj,1.0,N0,MAN
benfazejo,Adj,1.0,N0,MAN
benfeitor,Adj,1.0,N0,MAN
benfeitoria,N,1.0,N0,MAN
benfiquista,Adj,0.0,N0,MAN
benignidade,N,1.0,N0,MAN
benigno,Adj,1.0,N0,MAN
benquisto,Adj,1.0,N0,JALC
bera,Adj,-1.0,N0,MAN
besta,Adj,-1.0,N0,MAN
bestial,Adj,0.0,N0,MAN
bestialidade,N,1.0,N0,MAN
bestificado,Adj,-1.0,N0,JALC
bexiguento,Adj,-1.0,N0,MAN
bibliomania,N,-1.0,N0,MAN
bibliomano,Adj,0.0,N0,MAN
bigamo,Adj,0.0,N0,MAN
bilingue,Adj,0.0,N0,MAN
bilioso,Adj,-1.0,N0,JALC
biltre,Adj,-1.0,N0,JALC
bimbo,Adj,-1.0,N0,MAN
biqueiro,Adj,-1.0,N0,MAN
bira,N,-1.0,N0,MAN
birra,N,-1.0,N0,MAN
birrento,Adj,-1.0,N0,MAN
biruta,Adj,-1.0,N0,JALC
bisbilhotar,V,-1.0,N0:N1,MAN
bisbilhoteiro,Adj,-1.0,N0,MAN
bisbilhotice,N,-1.0,N0,MAN
bisonho,Adj,-1.0,N0,MAN
bissexual,Adj,0.0,N0,MAN
bizarria,N,-1.0,N0,MAN
bizarro,Adj,-1.0,N0,MAN
blasfemador,Adj,-1.0,N0,MAN
blasfemia,N,-1.0,N0,MAN
blasfemo,Adj,-1.0,N0,MAN
blindado,Adj,0.0,N0,JALC
bloqueado,Adj,-1.0,N0,JALC
bloquear,V,-1.0,N0,MAN
boa apresentacao,N,1.0,N0,MAN
boa criacao,N,1.0,N0,MAN
boa disposicao,N,1.0,N0,MAN
boa educacao,N,1.0,N0,MAN
boa formacao,N,1.0,N0,MAN
boa parecenca,N,1.0,N0,MAN
boa performance,N,1.0,N0,MAN
boas intencoes,N,1.0,N0,MAN
boateiro,Adj,-1.0,N0,MAN
bobo,Adj,-1.0,N0,MAN
boboca,Adj,-1.0,N0,JALC
bocal,Adj,-1.0,N0,MAN
bocejar,V,-1.0,N0,MAN
bochechudo,Adj,-1.0,N0,MAN
boco,Adj,-1.0,N0,JALC
boemio,Adj,-1.0,N0,JALC
boemio,Adj,-1.0,N0,MAN
bojudo,Adj,-1.0,N0,MAN
bolachudo,Adj,-1.0,N0,MAN
bolchevique,Adj,0.0,N0,MAN
bolchevista,Adj,0.0,N0,MAN
bolorento,Adj,-1.0,N0,JALC
bom aluno,Adj,1.0,N0,MAN
bom cheiro,N,1.0,N0,MAN
bom comportamento,N,1.0,N0,MAN
bom desempenho,N,1.0,N0,MAN
bom humor,N,1.0,N0,MAN
bom-samaritano,Adj,1.0,N0,MAN
bom,Adj,1.0,N0,MAN
bombardear,V,1.0,N0:N1,MAN
bombeado,Adj,-1.0,N0,JALC
bonacheirao,Adj,0.0,N0,MAN
bonacheiro,Adj,0.0,N0,MAN
bonapartista,Adj,0.0,N0,MAN
bondade,N,1.0,N0,MAN
bondoso,Adj,1.0,N0,MAN
boniteza,N,1.0,N0,MAN
bonito,Adj,1.0,N0,MAN
borbulhento,Adj,-1.0,N0,MAN
borguista,Adj,-1.0,N0,MAN
borrachudo,Adj,-1.0,N0,MAN
borrado,Adj,-1.0,N0,MAN
borralheiro,Adj,0.0,N0,MAN
boto,Adj,-1.0,N0,JALC
botocudo,Adj,-1.0,N0,JALC
brabo,Adj,0.0,N0,JALC
bracal,Adj,0.0,N0,JALC
braceiro,Adj,1.0,N0,MAN
brando,Adj,0.0,N0,MAN
bravateador,Adj,-1.0,N0,MAN
bravo,Adj,0.0,N0,MAN
bravura,N,1.0,N0,MAN
brega,Adj,-1.0,N0,JALC
brejeirice,N,-1.0,N0,MAN
brejeiro,Adj,-1.0,N0,MAN
brejeirote,Adj,-1.0,N0,MAN
briga,N,-1.0,N0,MAN
brigador,Adj,-1.0,N0,MAN
brigante,Adj,-1.0,N0,MAN
brigao,Adj,-1.0,N0,MAN
briguento,Adj,-1.0,N0,MAN
brilhante,Adj,1.0,N0,MAN
brilhar,V,1.0,N0,MAN
brilharete,N,-1.0,N0,MAN
brilho,N,1.0,N0,MAN
brincalhao,Adj,0.0,N0,MAN
brincar,V,-1.0,N0:N1,MAN
brio,N,1.0,N0,MAN
briosidade,N,1.0,N0,MAN
brioso,Adj,1.0,N0,MAN
broeiro,Adj,0.0,N0,MAN
bronco,Adj,-1.0,N0,MAN
bronquice,N,-1.0,N0,MAN
bronzeado,Adj,0.0,N0,MAN
bronzeo,Adj,0.0,N0,JALC
brotado,Adj,0.0,N0,JALC
brunido,Adj,0.0,N0,JALC
bruno,Adj,-1.0,N0,JALC
brusco,Adj,-1.0,N0,MAN
brutal,Adj,-1.0,N0,JALC
brutalidade,N,-1.0,N0,MAN
brutidao,N,-1.0,N0,MAN
bruto,Adj,-1.0,N0,MAN
bruxaria,N,-1.0,N0,MAN
bucha,Adj,-1.0,N0,JALC
bucolico,Adj,0.0,N0,MAN
budista,Adj,0.0,N0,MAN
bufismo,N,-1.0,N0,MAN
bufo,Adj,-1.0,N0,MAN
bulhao,Adj,-1.0,N0,MAN
bulhento,Adj,-1.0,N0,MAN
bulicio,N,-1.0,N0,MAN
bulicoso,Adj,-1.0,N0,MAN
burgues,Adj,-1.0,N0,MAN
burla,N,-1.0,N0,MAN
burlado,Adj,-1.0,N0,JALC
burlador,Adj,-1.0,N0,MAN
burlao,Adj,-1.0,N0,MAN
burlesco,Adj,-1.0,N0,MAN
burlista,Adj,-1.0,N0,MAN
burocratico,Adj,0.0,N0,JALC
burrice,N,-1.0,N0,MAN
burro,Adj,-1.0,N0,MAN
cabazada,N,-1.0,N0,MAN
cabeca dura,Adj,-1.0,N0,MAN
cabecudo,Adj,-1.0,N0,MAN
cabeludo,Adj,0.0,N0,MAN
cabisbaixo,Adj,-1.0,N0,MAN
caboclo,Adj,-1.0,N0,JALC
cabotino,Adj,-1.0,N0,MAN
cabralino,Adj,0.0,N0,MAN
cabrao,Adj,-1.0,N0,MAN
cabula,Adj,-1.0,N0,JALC
cacado,Adj,-1.0,N0,JALC
cacete,Adj,-1.0,N0,JALC
caceteiro,Adj,-1.0,N0,MAN
cachaceiro,Adj,-1.0,N0,MAN
cadastrado,Adj,-1.0,N0,MAN
cadaverico,Adj,-1.0,N0,MAN
cadaveroso,Adj,-1.0,N0,MAN
cadente,Adj,-1.0,N0,JALC
caduco,Adj,-1.0,N0,MAN
cafona,Adj,-1.0,N0,JALC
cafuzo,Adj,0.0,N0,JALC
cagao,Adj,-1.0,N0,MAN
cagar-se,V,-1.0,N0,MAN
cagarola,Adj,-1.0,N0,MAN
cagativo,Adj,-1.0,N0,JALC
caguinchas,Adj,-1.0,N0,MAN
caido,Adj,-1.0,N0,JALC
caipira,Adj,-1.0,N0,JALC
cair na armadilha,IDIOM,-1.0,N0,MAN
cair na boca do lobo,IDIOM,-1.0,N0,MAN
cair na ratoeira,IDIOM,-1.0,N0,MAN
cair por terra,IDIOM,-1.0,N0,MAN
cair,V,-1.0,N0,MAN
calaceiro,Adj,-1.0,N0,MAN
calado,Adj,0.0,N0,MAN
calao,Adj,-1.0,N0,JALC
calar a boca,IDIOM,-1.0,N0,MAN
calar o bico,IDIOM,-1.0,N0,MAN
calar-se,V,-1.0,N0,MAN
calar,V,1.0,N0:N1,MAN
calcado,Adj,-1.0,N0,JALC
calculismo,N,-1.0,N0,MAN
calculista,Adj,-1.0,N0,MAN
calejado,Adj,0.0,N0,MAN
calhandreiro,Adj,-1.0,N0,MAN
calhandrice,N,-1.0,N0,MAN
calhorda,Adj,-1.0,N0,JALC
calido,Adj,0.0,N0,JALC
calino,Adj,-1.0,N0,MAN
calipigio,Adj,1.0,N0,MAN
calma,N,1.0,N0,MAN
calmante,Adj,1.0,N0,JALC
calmo,Adj,1.0,N0,MAN
caloroso,Adj,1.0,N0,MAN
caloteirismo,N,-1.0,N0,MAN
caloteiro,Adj,-1.0,N0,MAN
calotismo,N,-1.0,N0,MAN
calunia,N,-1.0,N0,MAN
caluniado,Adj,-1.0,N0,JALC
caluniador,Adj,-1.0,N0,MAN
caluniar,V,-1.0,N0:N1,MAN
cambada,N,-1.0,N0,MAN
cambaleante,Adj,-1.0,N0,MAN
cambalear,V,-1.0,N0,MAN
camelo,Adj,-1.0,N0,MAN
camoniano,Adj,0.0,N0,MAN
camponio,Adj,-1.0,N0,MAN
canalha,Adj,-1.0,N0,MAN
canalhice,N,-1.0,N0,MAN
canceroso,Adj,-1.0,N0,JALC
cancro,N,-1.0,N0,MAN
candido,Adj,0.0,N0,MAN
candongueiro,Adj,-1.0,N0,MAN
candonguice,N,-1.0,N0,MAN
cangalheiro,Adj,-1.0,N0,MAN
canhestro,Adj,-1.0,N0,MAN
canibal,Adj,-1.0,N0,MAN
canino,Adj,-1.0,N0,JALC
canonizado,Adj,0.0,N0,JALC
cansado,Adj,-1.0,N0,MAN
cansativo,Adj,-1.0,N0,MAN
cantar bem mas nao me alegra,IDIOM,-1.0,N0,MAN
cantar de galo,IDIOM,-1.0,N0,MAN
cantar vitoria antes do tempo,IDIOM,-1.0,N0,MAN
caotico,Adj,-1.0,N0,MAN
capacitado,Adj,1.0,N0,JALC
capaz,Adj,1.0,N0,MAN
capcioso,Adj,-1.0,N0,MAN
capenga,Adj,-1.0,N0,JALC
capitoso,Adj,-1.0,N0,MAN
capricho,N,-1.0,N0,MAN
caprichoso,Adj,-1.0,N0,MAN
captar eleitorado,IDIOM,1.0,N0,MAN
caquectico,Adj,-1.0,N0,MAN
caquetico,Adj,-1.0,N0,JALC
caquexia,N,-1.0,N0,MAN
cara de cu,N,-1.0,N0,MAN
cara de pau,N,-1.0,N0,MAN
caralho,N,-1.0,N0,MAN
caramuleiro,Adj,0.0,N0,MAN
carapaca,N,-1.0,N0,MAN
carateristico,Adj,0.0,N0,JALC
carbonizado,Adj,-1.0,N0,JALC
carcomido,Adj,-1.0,N0,JALC
carecer,V,-1.0,N0:N1,MAN
carecido,Adj,-1.0,N0,JALC
careiro,Adj,-1.0,N0,MAN
carencia,N,-1.0,N0,MAN
carenciado,Adj,-1.0,N0,MAN
carente,Adj,-1.0,N0,MAN
caricato,Adj,-1.0,N0,MAN
caricioso,Adj,1.0,N0,MAN
caridoso,Adj,1.0,N0,MAN
carinho,N,1.0,N0,MAN
carinhoso,Adj,1.0,N0,MAN
carisma,N,1.0,N0,MAN
carismatico,Adj,1.0,N0,MAN
caritativo,Adj,1.0,N0,MAN
carnal,Adj,0.0,N0,MAN
carnavalesco,Adj,-1.0,N0,JALC
carniceiro,Adj,-1.0,N0,MAN
carola,Adj,1.0,N0,MAN
carrancudo,Adj,-1.0,N0,JALC
casadeiro,Adj,0.0,N0,MAN
casamenteiro,Adj,0.0,N0,MAN
caseiro,Adj,0.0,N0,MAN
casmurrice,N,-1.0,N0,MAN
casmurro,Adj,-1.0,N0,MAN
casquilho,Adj,-1.0,N0,MAN
cassete,N,-1.0,N0,MAN
castico,Adj,1.0,N0,JALC
castigado,Adj,-1.0,N0,JALC
castigador,Adj,-1.0,N0,MAN
castigar,V,1.0,N0:N1,MAN
casto,Adj,1.0,N0,JALC
castracao,N,-1.0,N0,MAN
castrador,Adj,-1.0,N0,MAN
castrar,V,1.0,N0:N1,MAN
catalepsia,N,-1.0,N0,MAN
catano,N,-1.0,N0,MAN
cataplexia,N,-1.0,N0,MAN
catarro,N,-1.0,N0,MAN
catastrofico,Adj,-1.0,N0,JALC
catatonia,N,-1.0,N0,MAN
categorico,Adj,1.0,N0,MAN
catinguento,Adj,-1.0,N0,JALC
catita,Adj,0.0,N0,MAN
cativante,Adj,1.0,N0,MAN
cativar,V,1.0,N0:N1,MAN
cativo,Adj,-1.0,N0,JALC
catolico,Adj,0.0,N0,MAN
caturra,Adj,-1.0,N0,MAN
caturrice,N,-1.0,N0,MAN
caudaloso,Adj,0.0,N0,JALC
causador,Adj,-1.0,N0,JALC
causticacao,N,-1.0,N0,MAN
causticante,Adj,-1.0,N0,MAN
causticidade,N,-1.0,N0,MAN
caustico,Adj,-1.0,N0,MAN
